nombre,direccion,codigo_postal,municipio,provincia,comunidad_autonoma,pais,pagina_web,acceso_catalogo,tipologia,titularidad,gestion,anio_fundacion,fecha_alta_directorio,integrada_en,url_ficha
Biblioteca Auxiliar del Archivo Histórico de la Diputación de Barcelona,"c/ Mejía Lequerica, 1, Recinto Maternidad",08028,Barcelona,Barcelona,Cataluña,España,,,Bibliotecas especializadas - De Archivos,Administración Local - Diputaciones provinciales,Administración Local - Diputaciones provinciales,,03/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10790&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca Balmes,"c/ Duran i Bas, 9",08009,Barcelona,Barcelona,Cataluña,España,https://www.bibliotecabalmes.cat/,http://cataleg.bibliotecabalmes.cat/,"Bibliotecas especializadas - De instituciones religiosas - De la Iglesia Católica (Diocesanas, Episcopales y Catedralicias)",Privada - Instituciones religiosas,Privada - Instituciones religiosas,,07/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10803&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de Investigación y Universidades,"Vía Laietana, 2, Planta - 1 (sótano)",08003,Barcelona,Barcelona,Cataluña,España,https://universitatsirecerca.gencat.cat/ca/01_departament_recerca_i_universitats/biblioteca/,,Bibliotecas especializadas - De la Administración - De otros organismos públicos,Administración Autonómica - Consejerías y Departamentos,Administración Autonómica - Consejerías y Departamentos,2001,09/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10826&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Agrupación Astronómica de Barcelona (ASTER),"c/ Viladomat, 291, 6e -1ª",08029,Barcelona,Barcelona,Cataluña,España,https://www.aster.cat/ca/aster/biblioteca.html,,Bibliotecas especializadas - Otras bibliotecas especializadas,Privada - Otras instituciones,Privada - Otras instituciones,1948,14/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10847&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Agrupación Cultural Folklórica de Barcelona,"c/ Pou de la Figuera, 15, baixos",08002,Barcelona,Barcelona,Cataluña,España,,,Bibliotecas especializadas - Otras bibliotecas especializadas,Privada - Otras instituciones,Privada - Otras instituciones,,04/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10798&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Asociación de Amigos del Ferrocarril de Barcelona,"c/ Doctor Trueta, 183, Bajo- Apartado de Correos, 1923",08005,Barcelona,Barcelona,Cataluña,España,https://www.aafcb.cat/activitats/,,Bibliotecas especializadas - De asociaciones,Privada - Otras instituciones,Privada - Otras instituciones,1944,04/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10793&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Ciudad de la Justicia de Barcelona,"c/ Gran Vía de les Corts Catalanes, 111, Edificio C - planta baja. Ciudad de la Justicia",08075,Barcelona,Barcelona,Cataluña,España,,http://www.poderjudicial.es/abnetportal/abnetcl.exe?SUBC=1222,Bibliotecas especializadas - De la Administración - De otros organismos públicos,"Poder Judicial - Tribunales, Audiencias y Juzgados",Administración Autonómica - Consejerías y Departamentos,2009,11/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10841&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Real Academia de Ciencias Económicas y Financieras,"Vía Laietana, 32, 4ª - Despacho 91",08003,Barcelona,Barcelona,Cataluña,España,https://racef.es/es/biblioteca,,Bibliotecas especializadas - De centros de investigación - De Reales Academias,"Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades","Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades",,11/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10842&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Real Academia de Medicina de Cataluña,"c/ Carme, 47",08001,Barcelona,Barcelona,Cataluña,España,https://ramc.cat/biblioteca/,http://ramc.cat/biblioteca/catalegs/,Bibliotecas especializadas - De centros de investigación - De Reales Academias,Privada - Otras instituciones,Privada - Otras instituciones,,11/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10843&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca de la Sociedad Española de Psicoanálisis,"c/ Alacant, 27, Entresuelo C",08022,Barcelona,Barcelona,Cataluña,España,,http://www.sep-psicoanalisi.org/biblioteca/,Bibliotecas especializadas - De asociaciones - De asociaciones profesionales,Privada - Otras instituciones,Privada - Otras instituciones,,11/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10844&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Ateneo Barcelonés,"c/ Canuda, 6",08002,Barcelona,Barcelona,Cataluña,España,https://www.ateneubcn.org/biblioteca-i-arxiu/sobre-la-biblioteca,http://cataleg.ateneubcn.cat/,Bibliotecas especializadas - Otras bibliotecas especializadas - De casinos y ateneos,Privada - Otras instituciones,Privada - Otras instituciones,1871,09/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10829&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Centro de Documentación y Museo de las Artes Escénicas (MAE) - Instituto del Teatro,"Plz. Margarida Xirgu, s/n",08004,Barcelona,Barcelona,Cataluña,España,https://www.cdmae.cat/,http://cataleg.cdmae.cat/,Bibliotecas especializadas - De museos y conjuntos arqueológicos,Administración Local - Diputaciones provinciales,Administración Local - Diputaciones provinciales,,08/02/2011,Centro de Documentación y Museo de las Artes Escénicas (MAE) del Instituto del Teatro,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10814&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Colegio de Arquitectos de Cataluña - Demarcación de Barcelona,"c/ Arcs, 1-3, 3ª planta",08002,Barcelona,Barcelona,Cataluña,España,https://www.arquitectes.cat/es/arquitectura/biblioteca,http://biblioteca.coac.net/uhtbin/cgisirsi/x/x/0/49,Bibliotecas especializadas - De la Administración Corporativa - De colegios profesionales,Privada - Otras instituciones,Privada - Otras instituciones,1890,03/12/2010,Biblioteca del Colegio de Arquitectos de Cataluña,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10513&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Colegio Oficial de Farmacéuticos de la Provincia de Barcelona,"c/ Girona, 64 - 66",08009,Barcelona,Barcelona,Cataluña,España,,,Bibliotecas especializadas - De la Administración Corporativa - De colegios profesionales,Privada - Otras instituciones,Privada - Otras instituciones,,08/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10821&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Departamento de Empresa y Trabajo de la Generalitat de Cataluña,"c/ Sepúlveda, 148, 5º",08011,Barcelona,Barcelona,Cataluña,España,https://empresa.gencat.cat/ca/departament/serveis/biblioteques-i-centre-documentacio/biblioteca-departament/index.html,https://milleniumbeg.cultura.gencat.cat/,Bibliotecas especializadas - De la Administración - De otros organismos públicos,Administración Autonómica - Consejerías y Departamentos,Administración Autonómica - Consejerías y Departamentos,1985,09/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10828&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Instituto Alemán de Barcelona / Goethe Institut,"c/ Manso, 24 - 28, 3º",08015,Barcelona,Barcelona,Cataluña,España,https://www.goethe.de/ins/es/es/sta/bcn/bib.html,https://barcelona.bibliothek.goethe.de/?language=es-ES,Bibliotecas especializadas - Otras bibliotecas especializadas - De centros de formación permanente,Otra titularidad - Alemania. Instituto de Cultura,Otra titularidad - Alemania. Instituto de Cultura,,09/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10831&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca del Instituto de Medicina Legal y Ciencias Forenses de Cataluña,"c/ Gran Vía de les Corts Catalanes, 111, Edificio G - 5ª Planta. Ciudad de la Justicia",08075,Barcelona,Barcelona,Cataluña,España,,,Bibliotecas especializadas - De la Administración - De otros organismos públicos,"Poder Judicial - Tribunales, Audiencias y Juzgados",Administración Autonómica - Consejerías y Departamentos,,10/02/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10835&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca La Sagrera - Marina Clotet,"c/ Josep Soldevila, 9",08027,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/biblasagrera,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2009,06/10/2010,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10473&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca Poblenou - Manuel Arranz,"c/ Joncar, 35",08005,Barcelona,Barcelona,Cataluña,España,https://ajuntament.barcelona.cat/biblioteques/ca/bibpoblenou,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2009,06/10/2010,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10474&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
Biblioteca Rosa Sensat,"Avda. Drassanes, 3",08001,Barcelona,Barcelona,Cataluña,España,https://www.rosasensat.org/es/biblioteca/,http://2.139.236.59/opac/abnetcl.exe/,Bibliotecas especializadas - De asociaciones - De asociaciones profesionales,Privada - Otras instituciones,Privada - Otras instituciones,1965,10/01/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10647&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=2
